sales_order,order_type,organization,customer_id,net_amount,creation_date,currency,created_by,delivery_status
458,OR,1710,USCU_S16,9522,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
459,OR,1710,USCU_L05,14283,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
460,OR,1710,USCU_L09,7040,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
461,OR,1710,USCU_S12,123786,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
462,OR,1710,USCU_S06,263442,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
463,OR,1710,USCU_S16,960,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
464,OR,1710,USCU_L06,10240,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
465,OR,1710,USCU_S05,4480,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
466,OR,1710,USCU_L10,11022,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
467,OR,1710,USCU_S11,2080,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
468,OR,1710,USCU_L02,20040,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
469,OR,1710,USCU_S14,73146,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
470,OR,1710,USCU_L06,4008,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
471,OR,1710,USCU_S13,113226,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
472,OR,1710,USCU_S06,91182,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
473,OR,1710,USCU_L09,18040,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
474,OR,1710,USCU_S15,1320,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
475,OR,1710,USCU_S12,5720,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
476,OR,1710,USCU_L02,3080,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
477,OR,1710,USCU_S04,3080,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
478,OR,1710,USCU_L10,6075,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
479,OR,1710,USCU_L05,22880,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
480,OR,1710,USCU_L03,5400,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
481,OR,1710,USCU_L07,1350,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
482,OR,1710,USCU_S13,20925,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
483,OR,1710,USCU_L09,32004,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
484,OR,1710,USCU_S17,27000,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
485,OR,1710,USCU_S03,43875,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
486,OR,1710,USCU_S03,4445,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
487,OR,1710,USCU_S14,3556,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
488,OR,1710,USCU_L04,11931,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
489,OR,1710,USCU_S13,15113,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
490,OR,1710,USCU_L10,35793,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
491,OR,1710,USCU_S06,75563,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
492,OR,1710,USCU_S14,1695,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
493,OR,1710,USCU_S16,163057,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
494,OR,1710,USCU_L09,1130,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
495,OR,1710,USCU_S07,127264,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
496,OR,1710,USCU_S04,6215,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
497,OR,1710,USCU_L01,3955,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
498,OR,1710,USCU_S12,10170,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
499,OR,1710,USCU_L04,17515,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
500,OR,1710,USCU_S17,50596,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
501,OR,1710,USCU_L02,11676,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
502,OR,1710,USCU_S04,108976,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
503,OR,1710,USCU_S17,309640,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
504,OR,1710,USCU_S04,255453,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
505,OR,1710,USCU_S10,201266,2016-10-05T00:00:00.000Z,USD,S4TESTER,C
506,OR,1710,USCU_S02,3892,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
507,OR,1710,USCU_L03,7741,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
508,OR,1710,USCU_S07,675,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
509,OR,1710,USCU_L09,7741,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
510,OR,1710,USCU_L10,11130,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
511,OR,1710,USCU_L02,7280,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
512,OR,1710,USCU_S14,2450,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
513,OR,1710,USCU_L04,7910,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
514,OR,1710,USCU_S02,4760,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
515,OR,1710,USCU_S07,5320,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
516,OR,1710,USCU_L10,5160,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
517,OR,1710,USCU_S09,360,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
518,OR,1710,USCU_S01,3240,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
519,OR,1710,USCU_S16,1440,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
520,OR,1710,USCU_L01,24600,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
521,OR,1710,USCU_L09,4761,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
522,OR,1710,USCU_L04,16320,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
523,OR,1710,USCU_S16,98394,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
524,OR,1710,USCU_S12,6348,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
525,OR,1710,USCU_L04,11109,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
526,OR,1710,USCU_L01,36501,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
527,OR,1710,USCU_L10,9120,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
528,OR,1710,USCU_S01,136482,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
529,OR,1710,USCU_S16,1440,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
530,OR,1710,USCU_L08,5760,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
531,OR,1710,USCU_L02,9600,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
532,OR,1710,USCU_S07,960,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
533,OR,1710,USCU_S02,1280,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
534,OR,1710,USCU_L09,9018,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
535,OR,1710,USCU_S02,103206,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
536,OR,1710,USCU_L03,9018,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
537,OR,1710,USCU_S16,92184,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
538,OR,1710,USCU_L07,8016,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
539,OR,1710,USCU_S11,89178,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
540,OR,1710,USCU_L09,14520,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
541,OR,1710,USCU_S03,5720,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
542,OR,1710,USCU_L02,3520,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
543,OR,1710,USCU_S13,7480,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
544,OR,1710,USCU_S14,3080,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
545,OR,1710,USCU_L09,2025,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
546,OR,1710,USCU_L05,15400,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
547,OR,1710,USCU_L03,2700,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
548,OR,1710,USCU_S02,14850,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
549,OR,1710,USCU_S17,2025,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
550,OR,1710,USCU_L06,5400,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
551,OR,1710,USCU_L09,22225,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
552,OR,1710,USCU_L01,12446,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
553,OR,1710,USCU_S01,1778,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
554,OR,1710,USCU_L06,4445,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
555,OR,1710,USCU_S13,14224,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
556,OR,1710,USCU_S14,4445,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
557,OR,1710,USCU_L01,19885,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
558,OR,1710,USCU_S15,35793,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
559,OR,1710,USCU_L04,51701,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
560,OR,1710,USCU_S09,27839,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
561,OR,1710,USCU_L09,2260,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
562,OR,1710,USCU_S05,123287,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
563,OR,1710,USCU_S15,3390,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
564,OR,1710,USCU_S07,8475,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
565,OR,1710,USCU_L03,7910,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
566,OR,1710,USCU_S06,3955,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
567,OR,1710,USCU_L07,23165,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
568,OR,1710,USCU_L05,7784,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
569,OR,1710,USCU_S07,54488,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
570,OR,1710,USCU_S16,27244,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
571,OR,1710,USCU_S09,255453,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
572,OR,1710,USCU_S03,139338,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
573,OR,1710,USCU_S17,387050,2016-10-06T00:00:00.000Z,USD,S4TESTER,C
574,OR,1710,USCU_L09,7741,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
575,OR,1710,USCU_L05,3892,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
576,OR,1710,USCU_S17,889,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
577,OR,1710,USCU_L10,3640,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
578,OR,1710,USCU_S03,4340,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
579,OR,1710,USCU_S16,5180,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
580,OR,1710,USCU_L09,4920,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
581,OR,1710,USCU_L01,12950,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
582,OR,1710,USCU_L05,22400,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
583,OR,1710,USCU_S13,8540,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
584,OR,1710,USCU_L05,5880,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
585,OR,1710,USCU_S15,1200,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
586,OR,1710,USCU_S08,2160,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
587,OR,1710,USCU_L01,11640,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
588,OR,1710,USCU_S01,14400,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
589,OR,1710,USCU_L03,26979,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
590,OR,1710,USCU_L10,31740,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
591,OR,1710,USCU_S01,9522,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
592,OR,1710,USCU_S15,77763,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
593,OR,1710,USCU_L07,3174,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
594,OR,1710,USCU_S07,95220,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
595,OR,1710,USCU_L01,2560,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
596,OR,1710,USCU_L10,1600,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
597,OR,1710,USCU_L05,3680,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
598,OR,1710,USCU_S14,1440,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
599,OR,1710,USCU_S10,2720,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
600,OR,1710,USCU_S04,4480,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
601,OR,1710,USCU_L02,25050,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
602,OR,1710,USCU_L09,3006,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
603,OR,1710,USCU_S16,61122,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
604,OR,1710,USCU_S02,48096,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
605,OR,1710,USCU_L09,14960,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
606,OR,1710,USCU_S07,47094,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
607,OR,1710,USCU_L08,10020,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
608,OR,1710,USCU_S17,5720,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
609,OR,1710,USCU_S01,3520,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
610,OR,1710,USCU_S13,5720,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
611,OR,1710,USCU_L01,2200,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
612,OR,1710,USCU_L09,3375,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
613,OR,1710,USCU_L04,22000,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
614,OR,1710,USCU_L02,4050,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
615,OR,1710,USCU_L06,2700,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
616,OR,1710,USCU_L10,29337,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
617,OR,1710,USCU_S17,28350,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
618,OR,1710,USCU_S04,33750,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
619,OR,1710,USCU_S10,29025,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
620,OR,1710,USCU_S10,8001,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
621,OR,1710,USCU_L03,9779,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
622,OR,1710,USCU_S05,14224,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
623,OR,1710,USCU_L05,11931,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
624,OR,1710,USCU_L07,19558,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
625,OR,1710,USCU_L09,39770,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
626,OR,1710,USCU_S07,35793,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
627,OR,1710,USCU_S01,79540,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
628,OR,1710,USCU_S14,1695,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
629,OR,1710,USCU_L10,16950,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
630,OR,1710,USCU_S15,167034,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
631,OR,1710,USCU_S10,9605,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
632,OR,1710,USCU_L03,7910,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
633,OR,1710,USCU_S02,4520,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
634,OR,1710,USCU_L05,18645,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
635,OR,1710,USCU_S07,50596,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
636,OR,1710,USCU_S17,11676,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
637,OR,1710,USCU_S02,54187,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
638,OR,1710,USCU_L06,15482,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
639,OR,1710,USCU_S14,224489,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
640,OR,1710,USCU_S07,123856,2016-10-07T00:00:00.000Z,USD,S4TESTER,C
641,OR,1710,USCU_S17,160,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
642,OR,1710,USCU_L09,7741,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
643,OR,1710,USCU_L03,3892,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
644,OR,1710,USCU_L02,440,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
645,OR,1710,USCU_L10,10010,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
646,OR,1710,USCU_L02,14280,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
647,OR,1710,USCU_S15,5670,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
648,OR,1710,USCU_S10,490,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
649,OR,1710,USCU_S06,3850,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
650,OR,1710,USCU_L06,5880,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
651,OR,1710,USCU_L10,3240,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
652,OR,1710,USCU_S15,1440,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
653,OR,1710,USCU_S07,600,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
654,OR,1710,USCU_L09,36501,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
655,OR,1710,USCU_L06,10200,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
656,OR,1710,USCU_L03,11040,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
657,OR,1710,USCU_S02,12840,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
658,OR,1710,USCU_S11,60306,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
659,OR,1710,USCU_L02,30153,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
660,OR,1710,USCU_L05,4761,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
661,OR,1710,USCU_S01,192027,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
662,OR,1710,USCU_L09,4800,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
663,OR,1710,USCU_S15,165048,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
664,OR,1710,USCU_L03,10240,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
665,OR,1710,USCU_L08,13600,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
666,OR,1710,USCU_L10,7014,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
667,OR,1710,USCU_S11,320,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
668,OR,1710,USCU_S04,960,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
669,OR,1710,USCU_L02,28056,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
670,OR,1710,USCU_L07,4008,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
671,OR,1710,USCU_S14,95190,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
672,OR,1710,USCU_S06,87174,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
673,OR,1710,USCU_S13,104208,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
674,OR,1710,USCU_L09,1320,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
675,OR,1710,USCU_L04,1760,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
676,OR,1710,USCU_S11,4840,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
677,OR,1710,USCU_S14,2640,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
678,OR,1710,USCU_S03,2200,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
679,OR,1710,USCU_L09,8100,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
680,OR,1710,USCU_L01,3375,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
681,OR,1710,USCU_S15,4050,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
682,OR,1710,USCU_L05,2700,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
683,OR,1710,USCU_S07,18225,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
684,OR,1710,USCU_L09,8001,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
685,OR,1710,USCU_S04,56025,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
686,OR,1710,USCU_L02,5334,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
687,OR,1710,USCU_S03,4445,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
688,OR,1710,USCU_S13,5334,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
689,OR,1710,USCU_S15,4445,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
690,OR,1710,USCU_L05,7954,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
691,OR,1710,USCU_L09,7954,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
692,OR,1710,USCU_L07,16002,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
693,OR,1710,USCU_S07,115333,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
694,OR,1710,USCU_L10,16950,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
695,OR,1710,USCU_S04,111356,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
696,OR,1710,USCU_S14,155103,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
697,OR,1710,USCU_S16,1130,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
698,OR,1710,USCU_L02,9040,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
699,OR,1710,USCU_S01,2825,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
700,OR,1710,USCU_L07,14690,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
701,OR,1710,USCU_S12,6215,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
702,OR,1710,USCU_S17,46704,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
703,OR,1710,USCU_L05,7784,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
704,OR,1710,USCU_S11,7784,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
705,OR,1710,USCU_S02,58380,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
706,OR,1710,USCU_S14,340604,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
707,OR,1710,USCU_S11,23223,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
708,OR,1710,USCU_S06,46446,2016-10-08T00:00:00.000Z,USD,S4TESTER,C
709,OR,1710,USCU_L05,7741,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
710,OR,1710,USCU_S17,3892,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
711,OR,1710,USCU_L09,1002,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
712,OR,1710,USCU_S04,160,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
713,OR,1710,USCU_L09,7741,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
714,OR,1710,USCU_L02,7741,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
715,OR,1710,USCU_S14,840,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
716,OR,1710,USCU_L09,980,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
717,OR,1710,USCU_S02,1820,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
718,OR,1710,USCU_S02,360,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
719,OR,1710,USCU_S07,11760,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
720,OR,1710,USCU_L01,19110,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
721,OR,1710,USCU_L04,12250,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
722,OR,1710,USCU_L09,4080,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
723,OR,1710,USCU_S13,3600,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
724,OR,1710,USCU_L06,4680,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
725,OR,1710,USCU_S16,1920,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
726,OR,1710,USCU_L10,30153,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
727,OR,1710,USCU_L03,11109,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
728,OR,1710,USCU_L02,26760,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
729,OR,1710,USCU_L06,9522,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
730,OR,1710,USCU_S12,69828,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
731,OR,1710,USCU_S17,74589,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
732,OR,1710,USCU_S06,298356,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
733,OR,1710,USCU_L10,1600,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
734,OR,1710,USCU_S14,640,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
735,OR,1710,USCU_L03,5920,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
736,OR,1710,USCU_S13,800,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
737,OR,1710,USCU_L04,8000,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
738,OR,1710,USCU_L07,7014,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
739,OR,1710,USCU_S16,65130,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
740,OR,1710,USCU_L03,4008,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
741,OR,1710,USCU_S11,98196,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
742,OR,1710,USCU_L10,880,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
743,OR,1710,USCU_S03,72144,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
744,OR,1710,USCU_S04,6600,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
745,OR,1710,USCU_L02,1760,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
746,OR,1710,USCU_S17,3080,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
747,OR,1710,USCU_L06,17160,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
748,OR,1710,USCU_L10,3375,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
749,OR,1710,USCU_S12,9680,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
750,OR,1710,USCU_L03,4725,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
751,OR,1710,USCU_S03,12150,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
752,OR,1710,USCU_L06,6075,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
753,OR,1710,USCU_S07,2700,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
754,OR,1710,USCU_S16,18900,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
